AC_TYPE,AC_DISPATCHED,AC_EFFECTIVE,ROCKETS,BULLETS,UNIT,DATE,TOTAL_MUNITIONS_LBS,AC_LOST,CASUALTIES,AC_DESTROYED,AC_DAMAGED
B29,12,12,,11,19th Bombardment Group,3/27/1951,240000,0,0,0,
B29,12,10,,10,307th Bombardment Group,3/27/1951,192000,0,0,0,
B29,5,5,,3,19th Bombardment Group,3/28/1951,100000,0,0,0,
B29,22,21,,11,98th Bombardment Group,3/28/1951,328000,0,0,0,
B29,17,13,,21,19th Bombardment Group,3/29/1951,224000,1,12,0,
B29,12,12,,11,307th Bombardment Group,3/29/1951,176000,0,0,0,
B29,2,2,,,98th Bombardment Group,3/29/1951,32000,0,0,0,
B29,14,14,,7,19th Bombardment Group,3/30/1951,168000,0,3,0,1
B29,13,12,,16,307th Bombardment Group,3/30/1951,184000,0,2,2,1
B29,13,13,,18,98th Bombardment Group,3/30/1951,196000,0,0,0,
B29,9,9,,,19th Bombardment Group,3/31/1951,,0,0,0,
B29,6,6,,,307th Bombardment Group,3/31/1951,,0,0,0,
B29,11,11,,31,98th Bombardment Group,3/31/1951,176000,0,0,0,
B29,7,7,,12,19th Bombardment Group,4/1/1951,84000,0,0,0,
B29,12,12,,11,307th Bombardment Group,4/1/1951,144000,0,0,0,
B29,6,5,,,98th Bombardment Group,4/1/1951,,0,0,0,
B29,12,12,,18,19th Bombardment Group,4/2/1951,148000,0,0,0,
B29,12,12,,7,307th Bombardment Group,4/2/1951,144000,0,0,0,
B29,7,6,,9,19th Bombardment Group,4/3/1951,100000,0,0,0,
B29,22,20,,32,98th Bombardment Group,4/3/1951,352000,0,0,0,
B29,15,14,,17,307th Bombardment Group,4/3/1951,204000,0,0,0,
B29,2,2,,,98th Bombardment Group,4/4/1951,38000,0,0,0,
B29,8,8,,12,19th Bombardment Group,4/5/1951,136000,0,0,0,
B29,4,4,,14,307th Bombardment Group,4/5/1951,80000,0,0,0,
B29,11,11,,72,19th Bombardment Group,4/6/1951,212000,1,14,0,
B29,12,12,,4,307th Bombardment Group,4/6/1951,232000,0,0,0,1
B29,11,11,,15,19th Bombardment Group,4/7/1951,168000,0,0,0,
B29,24,23,,28,98th Bombardment Group,4/7/1951,382000,0,0,0,
B29,12,12,,19,307th Bombardment Group,4/7/1951,144000,1,10,0,1
B29,8,8,,12,19th Bombardment Group,4/8/1951,128000,0,0,0,
B29,1,1,,,98th Bombardment Group,4/8/1951,4000,0,0,0,
B29,12,12,,10,307th Bombardment Group,4/8/1951,184000,0,0,0,
B29,3,3,,5,19th Bombardment Group,4/9/1951,60000,0,0,0,
B29,12,12,,15,19th Bombardment Group,4/10/1951,224000,0,0,0,
B29,25,25,,1,98th Bombardment Group,4/10/1951,370000,0,5,0,1
B29,9,9,,5,307th Bombardment Group,4/10/1951,180000,0,0,0,
B29,3,3,,,98th Bombardment Group,4/11/1951,40000,0,0,0,
B29,1,1,,,307th Bombardment Group,4/11/1951,20000,0,0,0,
B29,12,10,,380,19th Bombardment Group,4/12/1951,188000,3,25,14,1
B29,22,21,,44,98th Bombardment Group,4/12/1951,324000,0,0,0,
B29,12,11,,143,307th Bombardment Group,4/12/1951,192000,1,11,2,1
B29,10,10,,15,19th Bombardment Group,4/13/1951,192000,0,0,0,
B29,12,12,,9,307th Bombardment Group,4/13/1951,240000,0,0,0,
B29,4,4,,6,19th Bombardment Group,4/14/1951,80000,0,0,0,
B29,6,6,,4,98th Bombardment Group,4/14/1951,96000,0,0,0,
B29,4,4,,3,19th Bombardment Group,4/15/1951,80000,0,0,0,
B29,9,8,,9,307th Bombardment Group,4/15/1951,180000,0,0,0,
B29,2,2,,,N/A,4/15/1951,10000,0,0,0,
B29,4,4,,3,N/A,4/16/1951,80000,0,0,0,
B29,7,7,,3,N/A,4/16/1951,112000,0,0,0,
B29,4,4,,6,19th Bombardment Group,4/17/1951,80000,0,0,0,
B29,8,8,,12,98th Bombardment Group,4/17/1951,106000,0,0,0,
B29,4,4,,6,19th Bombardment Group,4/18/1951,80000,0,0,0,
B29,8,8,,5,307th Bombardment Group,4/18/1951,160000,0,0,0,
B29,1,1,,,98th Bombardment Group,4/18/1951,4000,0,0,0,
B29,4,4,,4,307th Bombardment Group,4/19/1951,70000,0,0,0,
B29,7,7,,1,98th Bombardment Group,4/19/1951,100000,0,0,0,
B29,5,5,,6,19th Bombardment Group,4/20/1951,48000,0,0,0,
B29,7,7,,12,98th Bombardment Group,4/20/1951,76000,0,0,0,
B29,4,4,,6,19th Bombardment Group,4/21/1951,48000,0,0,0,
B29,8,8,,4,307th Bombardment Group,4/21/1951,108000,0,0,0,
B29,1,1,,,98th Bombardment Group,4/21/1951,4000,0,0,0,
B29,4,4,,5,307th Bombardment Group,4/22/1951,48000,0,0,0,
B29,7,7,,5,98th Bombardment Group,4/22/1951,86000,0,0,0,
B29,4,4,,6,19th Bombardment Group,4/23/1951,48000,0,0,0,
B29,6,6,,8,98th Bombardment Group,4/23/1951,80000,0,0,0,
B29,4,4,,6,19th Bombardment Group,4/24/1951,48000,0,0,0,
B29,8,8,,5,307th Bombardment Group,4/24/1951,96000,0,0,0,
B29,6,6,,4,98th Bombardment Group,4/24/1951,104000,0,0,0,
B29,1,1,,2,19th Bombardment Group,4/25/1951,12000,0,0,0,
B29,8,8,,4,307th Bombardment Group,4/25/1951,160000,0,0,0,
B29,7,7,,8,98th Bombardment Group,4/25/1951,88000,0,0,0,
B29,6,6,,,19th Bombardment Group,4/26/1951,120000,0,0,0,
B29,3,3,,,307th Bombardment Group,4/26/1951,60000,0,0,0,
B29,8,7,,15,98th Bombardment Group,4/26/1951,106000,0,0,0,
B29,11,11,,12,19th Bombardment Group,4/27/1951,212000,0,0,0,
B29,6,6,,6,307th Bombardment Group,4/27/1951,120000,0,0,0,
B29,2,2,,,98th Bombardment Group,4/27/1951,26000,0,0,0,
B29,2,2,,4,19th Bombardment Group,4/28/1951,40000,0,0,0,
B29,6,6,,1,307th Bombardment Group,4/28/1951,88000,0,0,0,
B29,10,9,,23,98th Bombardment Group,4/28/1951,112000,0,0,0,
B29,7,7,,10,19th Bombardment Group,4/29/1951,84000,0,0,0,
B29,5,5,,1,307th Bombardment Group,4/29/1951,100000,0,0,0,
B29,6,6,,10,98th Bombardment Group,4/29/1951,72000,0,0,0,
B29,11,10,,8,19th Bombardment Group,4/30/1951,172000,0,0,0,
B29,10,10,,8,307th Bombardment Group,4/30/1951,136000,0,0,0,
B29,1,1,,1,98th Bombardment Group,4/30/1951,12000,0,0,0,
C119,4,4,,,374th Troop Carrier Group,8/14/1950,,0,0,0,
C119,4,4,,,374th Troop Carrier Group,8/15/1950,,0,0,0,
C119,4,4,,,374th Troop Carrier Group,8/16/1950,,0,0,0,
C119,4,4,,,374th Troop Carrier Group,8/17/1950,,0,0,0,
C119,10,10,,,374th Troop Carrier Group,8/18/1950,,0,0,0,
C119,4,4,,,N/A,8/22/1950,,0,0,0,
C119,2,2,,,N/A,9/16/1950,,0,0,0,
C119,1,,,,N/A,9/16/1950,,0,0,0,
C119,5,5,,,N/A,9/17/1950,,0,0,0,
C119,8,7,,,N/A,9/17/1950,,0,0,0,
C119,1,1,,,N/A,9/18/1950,,0,0,0,
C119,4,4,,,N/A,9/18/1950,,0,0,0,
C119,8,7,,,N/A,9/18/1950,,0,0,0,
C119,6,6,,,N/A,9/19/1950,,0,0,0,
C119,10,10,,,N/A,9/19/1950,,0,0,0,
C119,7,6,,,N/A,9/19/1950,,0,0,0,
C119,8,8,,,N/A,9/19/1950,,0,0,0,
C119,4,4,,,N/A,9/20/1950,,0,0,0,
C119,8,8,,,N/A,9/20/1950,,0,0,0,
C119,7,7,,,N/A,9/20/1950,,0,0,0,
C119,7,7,,,N/A,9/20/1950,,0,0,0,
C119,6,5,,,N/A,9/21/1950,,0,0,0,
C119,5,2,,,N/A,9/21/1950,,0,0,0,
C119,5,3,,,N/A,9/21/1950,,0,0,0,
C119,8,7,,,N/A,9/21/1950,,0,0,0,
C119,6,6,,,N/A,9/22/1950,,0,0,0,
C119,3,3,,,N/A,9/22/1950,,0,0,0,
C119,7,7,,,N/A,9/22/1950,,0,0,0,
C119,5,5,,,N/A,9/22/1950,,0,0,0,
C119,7,7,,,N/A,9/23/1950,,0,0,0,
C119,3,3,,,N/A,9/23/1950,,0,0,0,
C119,5,5,,,N/A,9/23/1950,,0,0,0,
C119,1,1,,,N/A,9/23/1950,,0,0,0,
C119,35,34,,,N/A,9/24/1950,,0,0,0,
C119,45,45,,,N/A,9/24/1950,,0,0,0,
C119,25,25,,,N/A,9/24/1950,,0,0,0,
C119,16,16,,,N/A,9/24/1950,,0,0,0,
C119,7,7,,,N/A,9/25/1950,,0,0,0,
C119,5,5,,,N/A,9/25/1950,,0,0,0,
C119,11,9,,,N/A,9/25/1950,,0,0,0,
C119,23,23,,,N/A,9/26/1950,,0,0,0,
C119,51,51,,,N/A,9/26/1950,,0,0,0,
C119,32,31,,,N/A,9/26/1950,,0,0,0,
C119,14,14,,,N/A,9/26/1950,,0,0,0,
C119,17,17,,,N/A,9/27/1950,,0,0,0,
C119,18,18,,,N/A,9/27/1950,,0,0,0,
C119,3,3,,,N/A,9/27/1950,,0,0,0,
C119,3,3,,,N/A,9/27/1950,,0,0,0,
C119,17,17,,,N/A,9/28/1950,,0,0,0,
C119,28,28,,,N/A,9/28/1950,,0,0,0,
C119,18,18,,,N/A,9/28/1950,,0,0,0,
C119,19,19,,,N/A,9/28/1950,,0,0,0,
C119,25,25,,,N/A,9/29/1950,,0,0,0,
C119,17,17,,,N/A,9/29/1950,,0,0,0,
C119,11,10,,,N/A,9/29/1950,,0,0,0,
C119,13,13,,,N/A,9/29/1950,,0,0,0,
C119,36,31,,,N/A,10/1/1950,,0,0,0,
C119,50,46,,,N/A,10/1/1950,,0,0,0,
C119,34,28,,,N/A,10/1/1950,,0,0,0,
C119,18,18,,,N/A,10/1/1950,,0,0,0,
C119,27,27,,,N/A,10/2/1950,,0,0,0,
C119,43,43,,,N/A,10/2/1950,,0,0,0,
C119,22,22,,,N/A,10/2/1950,,0,0,0,
C119,12,12,,,N/A,10/2/1950,,0,0,0,
C119,21,21,,,N/A,10/3/1950,,0,0,0,
C119,22,21,,,N/A,10/3/1950,,0,0,0,
C119,28,28,,,N/A,10/3/1950,,0,0,0,
C119,21,21,,,N/A,10/3/1950,,0,0,0,
C119,13,13,,,N/A,10/4/1950,,0,0,0,
C119,27,27,,,N/A,10/4/1950,,0,0,0,
C119,20,20,,,N/A,10/4/1950,,0,0,0,
C119,13,13,,,N/A,10/4/1950,,0,0,0,
C119,20,20,,,N/A,10/5/1950,,0,0,0,
C119,30,30,,,N/A,10/5/1950,,0,0,0,
C119,15,15,,,N/A,10/5/1950,,0,0,0,
C119,18,18,,,N/A,10/5/1950,,0,0,0,
C119,41,41,,,N/A,10/6/1950,,0,0,0,
C119,68,68,,,N/A,10/6/1950,,0,0,0,
C119,12,12,,,N/A,10/6/1950,,0,0,0,
C119,19,18,,,N/A,10/6/1950,,0,0,0,
C119,22,22,,,N/A,10/7/1950,,0,0,0,
C119,23,23,,,N/A,10/7/1950,,0,0,0,
C119,23,23,,,N/A,10/7/1950,,0,0,0,
C119,24,24,,,N/A,10/7/1950,,0,0,0,
C119,24,24,,,N/A,10/8/1950,,0,0,0,
C119,33,33,,,N/A,10/8/1950,,0,0,0,
C119,31,31,,,N/A,10/8/1950,,0,0,0,
C119,18,18,,,N/A,10/8/1950,,0,0,0,
C119,23,23,,,N/A,10/9/1950,,0,0,0,
C119,13,13,,,N/A,10/9/1950,,0,0,0,
C119,14,14,,,N/A,10/9/1950,,0,0,0,
C119,13,13,,,N/A,10/9/1950,,0,0,0,
C119,27,27,,,N/A,10/10/1950,,0,0,0,
C119,12,12,,,N/A,10/10/1950,,0,0,0,
C119,16,16,,,N/A,10/10/1950,,0,0,0,
C119,14,14,,,N/A,10/10/1950,,0,0,0,
C119,20,19,,,N/A,10/11/1950,,0,0,0,
C119,16,15,,,N/A,10/11/1950,,0,0,0,
C119,2,2,,,N/A,10/11/1950,,0,0,0,
C119,14,14,,,N/A,10/11/1950,,0,0,0,
C119,19,19,,,N/A,10/12/1950,,1,4,0,
C119,39,39,,,N/A,10/12/1950,,0,0,0,
C119,28,28,,,N/A,10/12/1950,,0,0,0,
C119,30,30,,,N/A,10/12/1950,,0,0,0,
C119,26,26,,,N/A,10/13/1950,,0,0,0,
C119,28,28,,,N/A,10/13/1950,,0,0,0,
C119,6,6,,,N/A,10/13/1950,,0,0,0,
C119,13,13,,,N/A,10/13/1950,,0,0,0,
C119,14,14,,,N/A,10/14/1950,,0,0,0,
C119,33,33,,,N/A,10/14/1950,,0,0,0,
C119,16,16,,,N/A,10/14/1950,,0,0,0,
C119,9,9,,,N/A,10/14/1950,,0,0,0,
C119,28,28,,,N/A,10/15/1950,,0,0,0,
C119,30,29,,,N/A,10/15/1950,,0,0,0,
C119,19,19,,,N/A,10/15/1950,,0,0,0,
C119,20,19,,,N/A,10/15/1950,,0,0,0,
C119,14,13,,,N/A,10/16/1950,,0,0,0,
C119,19,16,,,N/A,10/16/1950,,0,0,0,
C119,12,12,,,N/A,10/16/1950,,0,0,0,
C119,11,11,,,N/A,10/16/1950,,0,0,0,
C119,7,7,,,N/A,10/17/1950,,0,0,0,
C119,16,16,,,N/A,10/17/1950,,0,0,0,
C119,4,3,,,N/A,10/17/1950,,0,0,0,
C119,8,8,,,N/A,10/18/1950,,0,0,0,
C119,23,23,,,N/A,10/18/1950,,0,0,0,
C119,14,14,,,N/A,10/18/1950,,0,0,0,
C119,10,10,,,N/A,10/18/1950,,0,0,0,
C119,12,12,,,N/A,10/19/1950,,0,0,0,
C119,12,11,,,N/A,10/19/1950,,0,0,0,
C119,20,20,,,N/A,10/19/1950,,0,0,0,
C119,11,11,,,N/A,10/19/1950,,0,0,0,
C119,2,,,,N/A,10/19/1950,,0,0,0,
C119,5,5,,,N/A,10/20/1950,,0,0,0,
C119,21,21,,,N/A,10/20/1950,,0,0,0,
C119,20,20,,,N/A,10/20/1950,,0,0,0,
C119,2,2,,,N/A,10/20/1950,,0,0,0,
C119,27,27,,,N/A,10/21/1950,,0,0,0,
C119,21,19,,,N/A,10/21/1950,,0,0,0,
C119,13,13,,,N/A,10/21/1950,,0,0,0,
C119,26,26,,,N/A,10/21/1950,,0,0,0,
C119,27,27,,,N/A,10/22/1950,,0,0,0,
C119,24,24,,,N/A,10/22/1950,,0,0,0,
C119,32,32,,,N/A,10/22/1950,,0,0,0,
C119,15,15,,,N/A,10/22/1950,,0,0,0,
C119,14,14,,,N/A,10/23/1950,,0,0,0,
C119,14,14,,,N/A,10/23/1950,,0,0,0,
C119,19,19,,,N/A,10/23/1950,,0,0,0,
C119,25,24,,,N/A,10/23/1950,,0,0,0,
C119,26,25,,,N/A,10/24/1950,,0,0,0,
C119,38,38,,,N/A,10/24/1950,,0,0,0,
C119,37,37,,,N/A,10/24/1950,,0,0,0,
C119,13,13,,,N/A,10/24/1950,,0,0,0,
C119,22,22,,,N/A,10/25/1950,,0,0,0,
C119,20,20,,,N/A,10/25/1950,,0,0,0,
C119,19,19,,,N/A,10/25/1950,,0,0,0,
C119,35,35,,,N/A,10/25/1950,,0,0,0,
C119,29,29,,,N/A,10/26/1950,,0,0,0,
C119,42,42,,,N/A,10/26/1950,,0,0,0,
C119,35,35,,,N/A,10/26/1950,,0,0,0,
C119,15,15,,,N/A,10/26/1950,,0,0,0,
C119,15,15,,,N/A,10/27/1950,,0,0,0,
C119,39,39,,,N/A,10/27/1950,,0,0,0,
C119,44,44,,,N/A,10/27/1950,,0,0,0,
C119,20,20,,,N/A,10/28/1950,,0,0,0,
C119,35,35,,,N/A,10/28/1950,,0,0,0,
C119,37,37,,,N/A,10/28/1950,,0,0,0,
C119,30,30,,,N/A,10/28/1950,,0,0,0,
C119,21,19,,,N/A,10/29/1950,,0,0,0,
C119,40,40,,,N/A,10/29/1950,,0,0,0,
C119,20,19,,,N/A,10/29/1950,,0,0,0,
C119,36,36,,,N/A,10/29/1950,,0,0,0,
C119,28,28,,,N/A,10/30/1950,,0,0,0,
C119,29,29,,,N/A,10/30/1950,,0,0,0,
C119,36,36,,,N/A,10/30/1950,,0,0,0,
C119,23,19,,,N/A,10/30/1950,,0,0,0,
C119,16,15,,,N/A,10/31/1950,,0,0,0,
C119,30,30,,,N/A,10/31/1950,,0,0,0,
C119,25,25,,,N/A,10/31/1950,,0,0,0,
C119,28,28,,,N/A,10/31/1950,,0,0,0,
C119,32,31,,,N/A,11/1/1950,,0,0,0,
C119,40,40,,,N/A,11/1/1950,,0,0,0,
C119,36,36,,,N/A,11/1/1950,,0,0,0,
C119,28,28,,,N/A,11/1/1950,,0,0,0,
C119,28,28,,,N/A,11/2/1950,,0,0,0,
C119,35,35,,,N/A,11/2/1950,,0,0,0,
C119,28,28,,,N/A,11/2/1950,,0,0,0,
C119,36,36,,,N/A,11/2/1950,,0,0,0,
C119,22,21,,,N/A,11/3/1950,,0,0,0,
C119,5,5,,,N/A,11/4/1950,,0,0,0,
C119,6,6,,,N/A,11/4/1950,,0,0,0,
C119,14,14,,,N/A,11/4/1950,,0,0,0,
C119,14,13,,,N/A,11/4/1950,,0,0,0,
C119,22,22,,,N/A,11/5/1950,,0,0,0,
C119,31,29,,,N/A,11/5/1950,,0,0,0,
C119,45,45,,,N/A,11/5/1950,,0,0,0,
C119,33,32,,,N/A,11/5/1950,,0,0,0,
C119,42,42,,,N/A,11/5/1950,,0,0,0,
C119,11,11,,,N/A,11/6/1950,,0,0,0,
C119,33,33,,,N/A,11/6/1950,,0,0,0,
C119,15,15,,,N/A,11/6/1950,,0,0,0,
C119,22,21,,,N/A,11/6/1950,,0,0,0,
C119,17,16,,,N/A,11/7/1950,,0,0,0,
C119,22,22,,,N/A,11/7/1950,,0,0,0,
C119,27,27,,,N/A,11/7/1950,,0,0,0,
C119,53,53,,,N/A,11/7/1950,,0,0,0,
C119,20,19,,,N/A,11/8/1950,,0,0,0,
C119,34,34,,,N/A,11/8/1950,,0,0,0,
C119,32,31,,,N/A,11/8/1950,,0,0,0,
C119,24,24,,,N/A,11/8/1950,,0,0,0,
C119,26,26,,,N/A,11/9/1950,,0,0,0,
C119,18,18,,,N/A,11/9/1950,,0,0,0,
C119,37,36,,,N/A,11/9/1950,,0,0,0,
C119,23,23,,,N/A,11/9/1950,,0,0,0,
C119,19,19,,,N/A,11/10/1950,,0,0,0,
C119,34,34,,,N/A,11/10/1950,,0,0,0,
C119,38,38,,,N/A,11/10/1950,,0,0,0,
C119,20,20,,,N/A,11/10/1950,,0,0,0,
C119,37,37,,,N/A,11/11/1950,,0,0,0,
C119,30,30,,,N/A,11/11/1950,,0,0,0,
C119,21,21,,,N/A,11/11/1950,,0,0,0,
C119,27,27,,,N/A,11/11/1950,,0,0,0,
C119,27,27,,,N/A,11/12/1950,,0,0,0,
C119,26,26,,,N/A,11/12/1950,,0,0,0,
C119,33,33,,,N/A,11/12/1950,,0,0,0,
C119,16,16,,,N/A,11/12/1950,,0,0,0,
C119,20,20,,,N/A,11/13/1950,,0,0,0,
C119,25,24,,,N/A,11/13/1950,,0,0,0,
C119,19,19,,,N/A,11/13/1950,,0,0,0,
C119,19,19,,,N/A,11/13/1950,,0,0,0,
C119,19,19,,,N/A,11/14/1950,,0,0,0,
C119,12,12,,,N/A,11/14/1950,,0,0,0,
C119,24,24,,,N/A,11/14/1950,,0,0,0,
C119,24,22,,,N/A,11/14/1950,,0,0,0,
C119,28,27,,,N/A,11/15/1950,,0,0,0,
C119,25,25,,,N/A,11/15/1950,,0,0,0,
C119,24,24,,,N/A,11/15/1950,,0,0,0,
C119,18,18,,,N/A,11/15/1950,,0,0,0,
C119,21,21,,,N/A,11/16/1950,,0,0,0,
C119,30,30,,,N/A,11/16/1950,,0,0,0,
C119,49,47,,,N/A,11/16/1950,,0,0,0,
C119,31,31,,,N/A,11/16/1950,,0,0,0,
C119,24,24,,,N/A,11/17/1950,,0,0,0,
C119,24,24,,,N/A,11/17/1950,,0,0,0,
C119,23,22,,,N/A,11/17/1950,,0,0,0,
C119,18,18,,,N/A,11/17/1950,,0,0,0,
C119,17,16,,,N/A,11/18/1950,,0,0,0,
C119,23,23,,,N/A,11/18/1950,,0,0,0,
C119,22,22,,,N/A,11/18/1950,,0,0,0,
C119,18,18,,,N/A,11/18/1950,,0,0,0,
C119,20,20,,,N/A,11/19/1950,,0,0,0,
C119,18,17,,,N/A,11/19/1950,,0,0,0,
C119,21,21,,,N/A,11/19/1950,,0,0,0,
C119,12,12,,,N/A,11/19/1950,,0,0,0,
C119,17,17,,,N/A,11/20/1950,,0,0,0,
C119,16,16,,,N/A,11/20/1950,,0,0,0,
C119,28,28,,,N/A,11/20/1950,,0,0,0,
C119,22,22,,,N/A,11/20/1950,,0,0,0,
C119,20,20,,,N/A,11/21/1950,,0,0,0,
C119,17,17,,,N/A,11/21/1950,,0,0,0,
C119,23,23,,,N/A,11/21/1950,,0,0,0,
C119,18,18,,,N/A,11/21/1950,,0,0,0,
C119,23,23,,,N/A,11/22/1950,,0,0,0,
C119,13,13,,,N/A,11/22/1950,,0,0,0,
C119,19,19,,,N/A,11/22/1950,,0,0,0,
C119,11,11,,,N/A,11/22/1950,,0,0,0,
C119,14,14,,,N/A,11/23/1950,,0,0,0,
C119,21,21,,,N/A,11/23/1950,,0,0,0,
C119,16,16,,,N/A,11/23/1950,,0,0,0,
C119,20,19,,,N/A,11/23/1950,,0,0,0,
C119,12,12,,,N/A,11/24/1950,,0,0,0,
C119,23,23,,,N/A,11/24/1950,,0,0,0,
C119,14,14,,,N/A,11/24/1950,,0,0,0,
C119,11,11,,,N/A,11/24/1950,,0,0,0,
C119,21,21,,,N/A,11/25/1950,,0,0,0,
C119,15,15,,,N/A,11/25/1950,,0,0,0,
C119,25,25,,,N/A,11/25/1950,,0,0,0,
C119,13,13,,,N/A,11/25/1950,,0,0,0,
C119,19,19,,,N/A,11/26/1950,,0,0,0,
C119,42,42,,,N/A,11/26/1950,,0,0,0,
C119,27,27,,,N/A,11/26/1950,,0,0,0,
C119,20,19,,,N/A,11/27/1950,,0,0,0,
C119,26,25,,,N/A,11/27/1950,,0,0,0,
C119,24,24,,,N/A,11/27/1950,,0,0,0,
C119,44,44,,,N/A,11/28/1950,,0,0,0,
C119,24,24,,,N/A,11/28/1950,,0,0,0,
C119,28,28,,,N/A,11/28/1950,,0,0,0,
C119,18,18,,,N/A,11/29/1950,,0,0,0,
C119,10,10,,,N/A,11/29/1950,,0,0,0,
C119,11,11,,,N/A,11/29/1950,,0,0,0,
C119,39,39,,,N/A,12/1/1950,,0,0,0,
C119,31,30,,,N/A,12/1/1950,,0,0,0,
C119,33,33,,,N/A,12/1/1950,,0,0,0,
C119,47,47,,,N/A,12/2/1950,,0,0,0,
C119,25,25,,,N/A,12/2/1950,,0,0,0,
C119,27,27,,,N/A,12/2/1950,,0,0,0,
C119,16,16,,,N/A,12/3/1950,,0,0,0,
C119,32,32,,,N/A,12/3/1950,,0,0,0,
C119,23,23,,,N/A,12/3/1950,,0,0,0,
C119,25,25,,,N/A,12/4/1950,,0,0,0,
C119,17,17,,,N/A,12/4/1950,,0,0,0,
C119,27,27,,,N/A,12/4/1950,,0,0,0,
C119,21,21,,,N/A,12/4/1950,,0,0,0,
C119,20,19,,,N/A,12/5/1950,,0,0,0,
C119,20,20,,,N/A,12/5/1950,,0,0,0,
C119,13,12,,,N/A,12/5/1950,,0,0,0,
C119,25,25,,,N/A,12/5/1950,,0,0,0,
C119,8,8,,,N/A,12/6/1950,,0,0,0,
C119,18,18,,,N/A,12/6/1950,,0,0,0,
C119,5,5,,,N/A,12/6/1950,,0,0,0,
C119,8,8,,,N/A,12/6/1950,,0,0,0,
C119,2,2,,,N/A,12/7/1950,,0,0,0,
C119,7,7,,,N/A,12/7/1950,,0,0,0,
C119,16,16,,,N/A,12/7/1950,,0,0,0,
C119,8,7,,,N/A,12/8/1950,,0,0,0,
C119,8,8,,,N/A,12/8/1950,,0,0,0,
C119,27,26,,,N/A,12/8/1950,,0,0,0,
C119,34,32,,,N/A,12/9/1950,,0,0,0,
C119,39,39,,,N/A,12/9/1950,,0,0,0,
C119,15,15,,,N/A,12/9/1950,,0,0,0,
C119,10,10,,,N/A,12/10/1950,,0,0,0,
C119,33,32,,,N/A,12/10/1950,,0,0,0,
C119,43,43,,,N/A,12/10/1950,,0,0,0,
C119,23,23,,,N/A,12/10/1950,,0,0,0,
C119,2,2,,,N/A,12/11/1950,,0,0,0,
C119,23,23,,,N/A,12/11/1950,,0,0,0,
C119,12,12,,,N/A,12/11/1950,,0,0,0,
C119,6,6,,,N/A,12/11/1950,,0,0,0,
C119,16,16,,,N/A,12/12/1950,,0,0,0,
C119,10,10,,,N/A,12/12/1950,,0,0,0,
C119,14,14,,,N/A,12/12/1950,,0,0,0,
C119,14,14,,,N/A,12/13/1950,,0,0,0,
C119,20,19,,,N/A,12/13/1950,,0,0,0,
C119,10,10,,,N/A,12/13/1950,,0,0,0,
C119,2,2,,,N/A,12/14/1950,,0,0,0,
C119,23,23,,,N/A,12/14/1950,,0,0,0,
C119,22,20,,,N/A,12/14/1950,,0,0,0,
C119,19,18,,,N/A,12/14/1950,,0,0,0,
C119,24,24,,,N/A,12/15/1950,,0,0,0,
C119,21,21,,,N/A,12/15/1950,,0,0,0,
C119,18,18,,,N/A,12/15/1950,,0,0,0,
C119,14,14,,,N/A,12/16/1950,,0,0,0,
C119,24,24,,,N/A,12/16/1950,,0,0,0,
C119,16,15,,,N/A,12/16/1950,,0,0,0,
C119,14,14,,,N/A,12/16/1950,,0,0,0,
C119,15,14,,,N/A,12/17/1950,,0,0,0,
C119,4,4,,,N/A,12/17/1950,,0,0,0,
C119,27,25,,,N/A,12/17/1950,,0,0,0,
C119,12,11,,,N/A,12/17/1950,,0,0,0,
C119,18,18,,,N/A,12/18/1950,,0,0,0,
C119,31,31,,,N/A,12/18/1950,,0,0,0,
C119,18,18,,,N/A,12/18/1950,,0,0,0,
C119,11,11,,,N/A,12/18/1950,,0,0,0,
C119,2,2,,,N/A,12/19/1950,,0,0,0,
C119,10,10,,,N/A,12/19/1950,,0,0,0,
C119,16,16,,,N/A,12/19/1950,,0,0,0,
C119,5,5,,,N/A,12/19/1950,,0,0,0,
C119,9,9,,,N/A,12/20/1950,,0,0,0,
C119,7,7,,,N/A,12/20/1950,,0,0,0,
C119,9,9,,,N/A,12/20/1950,,0,0,0,
C119,10,10,,,N/A,12/21/1950,,0,0,0,
C119,6,6,,,N/A,12/21/1950,,0,0,0,
C119,12,12,,,N/A,12/21/1950,,0,0,0,
C119,19,19,,,N/A,12/22/1950,,0,0,0,
C119,24,24,,,N/A,12/22/1950,,0,0,0,
C119,23,83,,,N/A,12/22/1950,,0,0,0,
C119,13,13,,,N/A,12/23/1950,,0,0,0,
C119,20,20,,,N/A,12/23/1950,,0,0,0,
C119,15,15,,,N/A,12/23/1950,,0,0,0,
C119,29,29,,,N/A,12/24/1950,,0,0,0,
C119,19,19,,,N/A,12/24/1950,,0,0,0,
C119,9,9,,,N/A,12/24/1950,,0,0,0,
C119,7,7,,,N/A,12/25/1950,,0,0,0,
C119,9,8,,,N/A,12/25/1950,,0,0,0,
C119,6,6,,,N/A,12/25/1950,,0,0,0,
C119,20,20,,,N/A,12/26/1950,,0,0,0,
C119,10,10,,,N/A,12/26/1950,,0,0,0,
C119,11,11,,,N/A,12/26/1950,,0,0,0,
C119,8,8,,,N/A,12/27/1950,,0,0,0,
C119,21,21,,,N/A,12/27/1950,,0,0,0,
C119,9,9,,,N/A,12/27/1950,,0,0,0,
C119,22,22,,,N/A,12/28/1950,,0,0,0,
