AC_TYPE,AC_DISPATCHED,AC_EFFECTIVE,ROCKETS,BULLETS,UNIT,DATE,TOTAL_MUNITIONS_LBS,AC_LOST,CASUALTIES,AC_DESTROYED,AC_DAMAGED
B25,13,13,10,74,3rd Bombardment Group,2/1/1951,50000,0,0,0,
B26,21,21,,132,3rd Bombardment Group,6/28/1950,56000,0,4,0,
B26,21,21,,132,3rd Bombardment Group,6/28/1950,56000,0,4,0,
B26,18,18,,113,3rd Bombardment Group,6/29/1950,48000,4,20,0,
B26,18,18,,113,3rd Bombardment Group,6/29/1950,48000,4,20,0,
B26,21,21,,132,3rd Bombardment Group,6/30/1950,56000,0,0,0,
B26,21,21,,132,3rd Bombardment Group,6/30/1950,56000,0,0,0,
B26,20,20,,126,3rd Bombardment Group,7/2/1950,56000,2,0,0,
B26,14,14,,88,3rd Bombardment Group,7/3/1950,36000,1,0,0,
B26,16,16,,101,3rd Bombardment Group,7/4/1950,42000,0,0,0,
B26,30,30,,189,3rd Bombardment Group,7/6/1950,78000,2,3,0,
B26,17,17,,107,3rd Bombardment Group,7/7/1950,44000,0,0,0,
B26,25,17,,5,3rd Bombardment Group,7/8/1950,90000,0,0,0,
B26,10,10,,4,3rd Bombardment Group,7/9/1950,22000,0,0,0,
B26,4,4,,,3rd Bombardment Group,7/9/1950,12000,0,0,0,
B26,26,25,,6,3rd Bombardment Group,7/10/1950,70000,0,1,0,
B26,22,22,,,3rd Bombardment Group,7/10/1950,88000,0,0,0,
B26,20,20,,,3rd Bombardment Group,7/11/1950,48000,0,0,0,
B26,18,16,,,3rd Bombardment Group,7/11/1950,20000,0,0,0,
B26,13,13,,,3rd Bombardment Group,7/12/1950,44000,0,0,0,
B26,16,16,,,3rd Bombardment Group,7/12/1950,52000,0,0,0,
B26,8,6,,,3rd Bombardment Group,7/13/1950,28000,0,0,0,
B26,8,8,,,3rd Bombardment Group,7/13/1950,16000,0,0,0,
B26,9,5,,,3rd Bombardment Group,7/14/1950,16000,0,0,0,
B26,12,11,,,3rd Bombardment Group,7/14/1950,22000,0,0,0,
B26,6,6,,,3rd Bombardment Group,7/15/1950,,0,0,0,
B26,12,12,,75,3rd Bombardment Group,7/15/1950,40000,0,0,0,1
B26,16,16,,,3rd Bombardment Group,7/16/1950,62000,0,0,0,
B26,15,14,,,3rd Bombardment Group,7/16/1950,56000,0,0,0,
B26,9,9,,,3rd Bombardment Group,7/17/1950,24000,0,0,0,
B26,15,14,,,3rd Bombardment Group,7/17/1950,48000,0,0,0,
B26,11,11,,,3rd Bombardment Group,7/18/1950,20000,0,0,0,
B26,13,13,,,3rd Bombardment Group,7/18/1950,38000,0,0,0,
B26,8,8,,,3rd Bombardment Group,7/19/1950,32000,0,0,0,
B26,5,5,,,3rd Bombardment Group,7/19/1950,,0,0,0,
B26,17,10,,1,3rd Bombardment Group,7/21/1950,42000,0,0,0,
B26,19,18,,,3rd Bombardment Group,7/21/1950,52000,0,0,0,
B26,14,14,,12,3rd Bombardment Group,7/23/1950,50000,0,0,0,
B26,13,13,,60,3rd Bombardment Group,7/23/1950,46000,0,0,0,
B26,14,14,12,34,3rd Bombardment Group,7/24/1950,52000,0,0,0,
B26,17,17,18,72,3rd Bombardment Group,7/24/1950,52000,0,0,0,
B26,12,11,8,85,3rd Bombardment Group,7/25/1950,34000,0,0,0,
B26,13,13,8,72,3rd Bombardment Group,7/25/1950,40000,0,0,0,
B26,13,12,7,20,3rd Bombardment Group,7/26/1950,18000,0,0,0,
B26,14,13,30,33,3rd Bombardment Group,7/26/1950,40000,0,0,0,
B26,14,14,29,114,3rd Bombardment Group,7/27/1950,28000,0,1,0,1
B26,12,12,41,180,3rd Bombardment Group,7/27/1950,38000,0,0,0,
B26,8,3,12,49,3rd Bombardment Group,7/28/1950,8000,0,0,0,
B26,11,11,71,14,3rd Bombardment Group,7/28/1950,22000,1,3,0,
B26,10,9,58,91,3rd Bombardment Group,7/29/1950,14000,0,0,0,1
B26,5,3,7,25,3rd Bombardment Group,7/29/1950,12000,0,0,0,
B26,15,12,81,61,3rd Bombardment Group,7/30/1950,34000,0,0,0,
B26,21,21,110,227,3rd Bombardment Group,7/30/1950,54000,0,0,0,
B26,14,14,76,70,3rd Bombardment Group,7/31/1950,54000,0,0,0,
B26,13,12,38,63,3rd Bombardment Group,7/31/1950,40000,0,0,0,
B26,13,13,32,52,3rd Bombardment Group,8/1/1950,40000,0,0,0,
B26,14,13,38,41,3rd Bombardment Group,8/1/1950,40000,0,0,0,
B26,15,15,,56,3rd Bombardment Group,8/2/1950,46000,0,0,0,
B26,14,14,5,10,3rd Bombardment Group,8/2/1950,40000,0,0,0,
B26,14,13,,89,3rd Bombardment Group,8/3/1950,14000,0,0,0,
B26,15,15,,66,3rd Bombardment Group,8/3/1950,36000,0,0,0,
B26,12,12,,50,3rd Bombardment Group,8/4/1950,32000,0,0,0,
B26,12,12,,79,3rd Bombardment Group,8/4/1950,36000,0,0,0,
B26,16,16,,166,3rd Bombardment Group,8/5/1950,48000,0,0,0,
B26,14,14,,200,3rd Bombardment Group,8/5/1950,48000,0,0,0,
B26,17,16,,178,3rd Bombardment Group,8/6/1950,52000,0,0,0,
B26,18,18,,29,3rd Bombardment Group,8/6/1950,52000,0,0,0,
B26,18,18,,64,3rd Bombardment Group,8/7/1950,48000,0,0,0,
B26,17,17,,80,3rd Bombardment Group,8/7/1950,48000,0,0,0,
B26,14,14,,67,3rd Bombardment Group,8/8/1950,24000,0,0,0,
B26,12,12,,,3rd Bombardment Group,8/8/1950,24000,0,0,0,
B26,13,13,,78,3rd Bombardment Group,8/9/1950,50000,0,0,0,
B26,14,14,,133,3rd Bombardment Group,8/9/1950,50000,0,0,0,
B26,13,13,,53,3rd Bombardment Group,8/10/1950,46000,0,0,0,
B26,11,11,,,3rd Bombardment Group,8/10/1950,46000,0,0,0,
B26,15,14,,,3rd Bombardment Group,8/11/1950,46000,0,0,0,
B26,16,16,,244,3rd Bombardment Group,8/11/1950,46000,0,0,0,
B26,12,11,,45,3rd Bombardment Group,8/12/1950,36000,0,0,0,
B26,15,15,,130,3rd Bombardment Group,8/12/1950,36000,0,0,0,
B26,10,10,,115,3rd Bombardment Group,8/13/1950,20000,0,0,0,
B26,7,6,,44,3rd Bombardment Group,8/13/1950,20000,0,0,0,
B26,18,16,,41,3rd Bombardment Group,8/14/1950,44000,0,0,0,1
B26,12,12,,,3rd Bombardment Group,8/14/1950,28000,0,0,0,
B26,16,16,,,3rd Bombardment Group,8/15/1950,46000,0,1,0,1
B26,15,15,,52,3rd Bombardment Group,8/15/1950,46000,0,0,0,
B26,17,16,,43,3rd Bombardment Group,8/16/1950,64000,0,0,0,
B26,15,14,,153,3rd Bombardment Group,8/16/1950,64000,0,0,0,
B26,16,16,,122,3rd Bombardment Group,8/17/1950,60000,0,0,0,
B26,15,15,,66,3rd Bombardment Group,8/17/1950,60000,0,0,0,
B26,15,15,,131,3rd Bombardment Group,8/18/1950,46000,0,0,0,
B26,16,16,,121,3rd Bombardment Group,8/18/1950,34000,0,0,0,
B26,16,16,,107,N/A,8/19/1950,64000,0,0,0,
B26,16,16,,93,N/A,8/19/1950,64000,0,0,0,
B26,15,15,,249,N/A,8/20/1950,16000,0,0,0,
B26,16,16,,104,N/A,8/20/1950,60000,0,0,0,1
B26,9,9,,64,N/A,8/21/1950,32000,0,0,0,
B26,24,24,,144,N/A,8/21/1950,16000,0,0,0,
B26,17,17,,90,N/A,8/22/1950,34000,0,0,0,1
B26,18,18,,58,N/A,8/22/1950,32000,0,0,0,
B26,16,16,,12,N/A,8/23/1950,34000,0,0,0,
B26,24,24,,70,N/A,8/23/1950,32000,0,0,0,
B26,16,16,,133,N/A,8/24/1950,34000,0,0,0,
B26,18,18,,85,N/A,8/24/1950,32000,0,0,0,
B26,16,16,,65,N/A,8/25/1950,32000,0,0,0,
B26,16,16,,,N/A,8/25/1950,64000,0,0,0,
B26,21,21,,204,N/A,8/26/1950,44000,0,0,0,
B26,16,15,,35,N/A,8/26/1950,72000,0,0,0,
B26,20,19,,117,N/A,8/27/1950,40000,0,0,0,
B26,16,16,,100,N/A,8/27/1950,40000,0,0,0,
B26,36,36,,134,N/A,8/28/1950,88000,0,0,0,
B26,2,2,,17,N/A,8/28/1950,8000,0,0,0,
B26,16,16,,133,N/A,8/29/1950,32000,0,0,0,
B26,18,18,,55,N/A,8/29/1950,32000,0,0,0,
B26,16,16,,95,N/A,8/30/1950,56000,0,0,0,
B26,20,20,,64,N/A,8/30/1950,48000,0,0,0,
B26,16,16,,51,N/A,8/31/1950,48000,0,0,0,
B26,20,20,,144,N/A,8/31/1950,48000,0,0,0,
B26,16,16,,80,N/A,9/1/1950,46000,0,0,0,
B26,20,19,,133,N/A,9/1/1950,18000,0,0,0,
B26,16,16,,229,N/A,9/2/1950,60000,1,3,0,
B26,19,17,,118,N/A,9/2/1950,18000,0,0,0,
B26,15,15,,110,N/A,9/3/1950,50000,0,0,0,
B26,20,20,,411,N/A,9/3/1950,,0,0,0,
B26,6,6,,90,N/A,9/4/1950,12000,0,0,0,
B26,35,35,,59,N/A,9/4/1950,86000,0,0,0,
B26,20,19,,,N/A,9/5/1950,54000,0,0,0,
B26,17,9,,,N/A,9/5/1950,30000,0,0,0,
B26,19,18,,143,N/A,9/6/1950,48000,0,0,0,
B26,18,18,,434,N/A,9/6/1950,72000,0,0,0,
B26,20,20,,191,N/A,9/7/1950,54000,0,0,0,
B26,17,17,,373,N/A,9/7/1950,68000,0,0,0,
B26,20,20,,72,N/A,9/8/1950,54000,0,0,0,
B26,18,12,,206,N/A,9/8/1950,38000,0,0,0,
B26,14,14,,,N/A,9/9/1950,42000,0,0,0,
B26,14,14,,182,N/A,9/9/1950,48000,0,0,0,
B26,23,23,,,N/A,9/10/1950,62000,0,0,0,
B26,13,13,,197,N/A,9/10/1950,52000,0,0,0,
B26,14,14,,246,N/A,9/11/1950,56000,0,0,0,
B26,10,10,,214,N/A,9/11/1950,20000,0,0,0,
B26,3,3,145,,N/A,9/12/1950,12000,0,0,0,
B26,12,12,,165,N/A,9/12/1950,26000,0,0,0,
B26,8,8,,,N/A,9/13/1950,,0,0,0,
B26,13,13,,345,N/A,9/14/1950,52000,0,0,0,
B26,2,2,,60,N/A,9/14/1950,8000,0,0,0,
B26,14,14,,233,N/A,9/15/1950,56000,0,0,0,
B26,14,14,,52,N/A,9/15/1950,16000,0,0,0,
B26,18,18,59,17,N/A,9/16/1950,68000,0,0,0,
B26,25,25,,118,N/A,9/16/1950,38000,0,0,0,
B26,17,15,88,125,N/A,9/17/1950,74000,0,0,0,
B26,19,19,,124,N/A,9/17/1950,34000,0,0,0,
B26,20,20,102,153,N/A,9/18/1950,80000,0,0,0,
B26,19,19,24,260,N/A,9/18/1950,30000,0,0,0,
B26,20,20,122,253,N/A,9/19/1950,64000,0,1,0,
B26,23,23,83,284,N/A,9/19/1950,40000,0,0,0,
B26,20,20,90,421,N/A,9/20/1950,34000,0,0,0,2
B26,23,23,70,378,N/A,9/20/1950,24000,0,0,0,1
B26,20,20,135,343,N/A,9/21/1950,20000,0,0,0,1
B26,20,20,49,382,N/A,9/21/1950,22000,0,1,0,
B26,18,18,94,290,N/A,9/22/1950,20000,0,0,0,
B26,25,25,37,429,N/A,9/22/1950,32000,0,0,0,
B26,18,18,152,97,N/A,9/23/1950,44000,0,0,0,
B26,16,14,6,248,N/A,9/23/1950,20000,0,0,0,
B26,18,18,121,225,N/A,9/24/1950,52000,0,0,0,
B26,13,14,40,294,N/A,9/24/1950,14000,0,0,0,
B26,19,19,112,345,N/A,9/25/1950,26000,0,0,0,1
B26,16,16,44,277,N/A,9/25/1950,6000,0,0,0,
B26,18,17,55,91,N/A,9/26/1950,38000,0,0,0,
B26,17,17,24,238,N/A,9/26/1950,16000,0,0,0,
B26,14,13,,56,N/A,9/27/1950,56000,1,1,0,
B26,10,9,23,103,N/A,9/27/1950,6000,0,0,0,
B26,14,14,73,109,N/A,9/28/1950,20000,0,1,0,1
B26,13,13,59,220,N/A,9/28/1950,14000,0,0,0,
B26,14,14,145,179,N/A,9/29/1950,18000,0,0,0,
B26,15,14,55,320,N/A,9/29/1950,14000,0,0,0,
B26,14,14,,312,N/A,9/30/1950,14000,1,5,0,1
B26,14,14,59,217,N/A,9/30/1950,18000,0,0,0,
B26,8,8,,86,N/A,10/1/1950,22000,0,0,0,1
B26,11,11,49,160,N/A,10/1/1950,12000,0,0,0,
B26,9,9,34,190,N/A,10/2/1950,22000,0,0,0,
B26,12,12,62,205,N/A,10/3/1950,36000,0,0,0,
B26,8,8,17,100,N/A,10/3/1950,16000,1,3,0,
B26,9,8,28,122,N/A,10/4/1950,28000,0,0,0,
B26,11,9,39,63,N/A,10/4/1950,14000,1,3,0,
B26,8,8,,129,N/A,10/5/1950,18000,0,1,0,1
B26,15,15,,195,N/A,10/5/1950,18000,0,0,0,
B26,8,8,45,160,N/A,10/6/1950,8000,0,0,0,
B26,16,15,17,180,N/A,10/6/1950,14000,0,0,0,
B26,8,8,10,133,N/A,10/7/1950,24000,0,0,0,
B26,16,14,,135,N/A,10/7/1950,28000,0,0,0,
B26,10,10,,190,N/A,10/9/1950,40000,0,0,0,
B26,3,3,,66,N/A,10/9/1950,12000,0,0,0,
B26,12,12,,91,N/A,10/10/1950,38000,0,0,0,
B26,11,11,,173,N/A,10/10/1950,38000,0,0,0,
B26,9,9,,147,N/A,10/11/1950,34000,0,0,0,
B26,13,12,,112,N/A,10/11/1950,44000,0,0,0,
B26,12,6,,118,N/A,10/12/1950,24000,0,0,0,
B26,3,3,,35,N/A,10/12/1950,12000,0,0,0,
B26,12,12,5,23,N/A,10/13/1950,40000,0,0,0,
B26,8,5,,15,N/A,10/13/1950,20000,0,0,0,
B26,12,12,28,267,N/A,10/14/1950,26000,0,0,0,
B26,13,13,,264,N/A,10/14/1950,28000,0,0,0,
B26,11,11,5,219,N/A,10/15/1950,22000,0,0,0,
B26,11,11,40,307,N/A,10/15/1950,24000,0,0,0,
B26,8,8,27,97,N/A,10/16/1950,16000,0,0,0,
B26,2,2,,24,N/A,10/16/1950,2000,0,0,0,
B26,12,12,28,180,N/A,10/17/1950,24000,0,0,0,
B26,12,12,,119,N/A,10/17/1950,12000,0,0,0,
B26,12,12,32,283,N/A,10/18/1950,24000,0,1,0,
B26,12,12,,99,N/A,10/18/1950,10000,0,0,0,
B26,10,,,,N/A,10/19/1950,,0,0,0,
B26,15,15,,176,N/A,10/19/1950,14000,0,0,0,
B26,22,22,10,178,N/A,10/20/1950,28000,1,3,0,
B26,13,13,37,229,N/A,10/20/1950,10000,0,0,0,
B26,12,11,34,106,N/A,10/21/1950,22000,0,0,0,
B26,16,16,14,220,N/A,10/21/1950,14000,0,0,0,
B26,12,12,41,130,N/A,10/22/1950,22000,0,0,0,
B26,12,12,31,160,N/A,10/23/1950,30000,0,0,0,
B26,12,12,,136,N/A,10/23/1950,12000,0,0,0,
B26,11,11,32,100,N/A,10/24/1950,10000,0,0,0,
B26,8,7,,142,N/A,10/24/1950,6000,0,0,0,
B26,4,2,12,50,N/A,10/26/1950,2000,0,0,0,
B26,3,2,13,68,N/A,10/27/1950,2000,0,0,0,
B26,4,,,,N/A,10/30/1950,,0,0,0,
B26,2,,,,N/A,10/30/1950,,0,0,0,
B26,7,7,30,175,N/A,10/31/1950,12000,0,0,0,
B26,6,,,,N/A,10/31/1950,,0,0,0,
B26,12,12,60,189,N/A,11/1/1950,22000,0,0,0,
B26,4,4,,1,N/A,11/1/1950,56000,0,0,0,
B26,7,7,37,77,N/A,11/2/1950,14000,0,0,0,
B26,6,6,14,38,N/A,11/2/1950,12000,0,0,0,
B26,7,7,,5,N/A,11/2/1950,10000,0,0,0,1
B26,6,6,24,144,N/A,11/3/1950,8000,0,0,0,
B26,6,6,24,142,N/A,11/3/1950,14000,0,0,0,
B26,1,1,,65,N/A,11/3/1950,2000,0,0,0,1
B26,2,2,,,N/A,11/3/1950,4000,0,0,0,
B26,6,,,,N/A,11/4/1950,,0,0,0,
B26,6,2,4,31,N/A,11/4/1950,2000,0,0,0,
B26,3,3,22,252,N/A,11/4/1950,6000,0,0,0,
B26,8,8,8,175,N/A,11/5/1950,22000,0,0,0,
B26,11,11,2,143,N/A,11/5/1950,42000,0,0,0,1
B26,2,2,16,,N/A,11/5/1950,4000,0,0,0,
B26,8,8,44,,N/A,11/5/1950,12000,0,0,0,
B26,7,6,,125,N/A,11/6/1950,24000,0,0,0,
B26,15,15,30,241,N/A,11/6/1950,46000,0,0,0,1
B26,3,3,16,52,N/A,11/6/1950,6000,0,0,0,
B26,5,5,35,204,N/A,11/6/1950,8000,0,0,0,
B26,15,15,,339,N/A,11/7/1950,54000,0,0,0,
B26,12,12,14,177,N/A,11/7/1950,38000,0,0,0,
B26,5,5,37,196,N/A,11/7/1950,8000,0,0,0,
B26,16,16,,382,N/A,11/8/1950,60000,0,0,0,
B26,17,17,49,318,N/A,11/8/1950,38000,0,0,0,
B26,2,2,10,25,N/A,11/8/1950,6000,0,0,0,
B26,3,3,14,75,N/A,11/8/1950,6000,0,0,0,
B26,6,6,35,219,N/A,11/8/1950,14000,0,0,0,
B26,15,15,,315,N/A,11/9/1950,60000,0,0,0,
B26,14,14,27,292,N/A,11/9/1950,50000,0,0,0,1
B26,2,2,12,33,N/A,11/9/1950,6000,0,0,0,
B26,3,3,14,134,N/A,11/9/1950,6000,0,0,0,1
B26,6,6,31,130,N/A,11/9/1950,12000,0,0,0,
B26,15,14,,186,N/A,11/10/1950,60000,0,0,0,
B26,10,10,47,195,N/A,11/10/1950,34000,0,0,0,
B26,2,2,13,28,N/A,11/10/1950,4000,0,0,0,
B26,13,12,5,53,N/A,11/11/1950,38000,1,3,0,1
B26,3,3,,17,N/A,11/11/1950,10000,0,0,0,
B26,1,1,4,5,N/A,11/11/1950,2000,0,0,0,
B26,5,4,29,140,N/A,11/11/1950,8000,0,0,0,
B26,7,7,24,76,N/A,11/11/1950,14000,0,0,0,
B26,12,11,,85,N/A,11/12/1950,38000,0,0,0,
B26,14,14,,81,N/A,11/12/1950,40000,0,0,0,
B26,4,4,30,38,N/A,11/12/1950,6000,0,0,0,
B26,10,10,57,13,N/A,11/12/1950,32000,0,0,0,
B26,8,8,8,173,N/A,11/12/1950,20000,0,0,0,
B26,14,13,12,45,N/A,11/13/1950,32000,0,0,0,
B26,14,14,24,28,N/A,11/13/1950,32000,0,0,0,
B26,2,2,14,25,N/A,11/13/1950,4000,0,0,0,
B26,7,6,,152,N/A,11/13/1950,34000,0,0,0,
B26,7,7,,218,N/A,11/13/1950,18000,0,0,0,
B26,4,4,32,101,N/A,11/13/1950,14000,0,0,0,
B26,12,11,,12,N/A,11/14/1950,28000,0,0,0,
B26,17,17,,50,N/A,11/14/1950,46000,0,0,0,
B26,1,1,,,N/A,11/14/1950,4000,0,0,0,
B26,5,5,,2,N/A,11/14/1950,10000,0,0,0,
B26,7,7,,,N/A,11/14/1950,4000,0,0,0,
B26,3,3,,2,N/A,11/14/1950,6000,0,0,0,
B26,14,13,,145,N/A,11/15/1950,40000,0,0,0,
B26,17,15,,51,N/A,11/15/1950,22000,0,0,0,
B26,7,6,,62,N/A,11/15/1950,14000,0,0,0,
B26,7,6,,177,N/A,11/15/1950,16000,0,0,0,
B26,6,6,4,151,N/A,11/15/1950,14000,0,0,0,
B26,11,,,,N/A,11/16/1950,,0,0,0,
B26,10,,,,N/A,11/16/1950,,0,0,0,
B26,1,,,,N/A,11/16/1950,,0,0,0,
B26,6,6,,119,N/A,11/16/1950,14000,0,0,0,
B26,6,6,,205,N/A,11/16/1950,16000,0,0,0,
B26,5,5,,109,N/A,11/16/1950,12000,0,0,0,
B26,1,1,,,N/A,11/18/1950,,0,0,0,
B26,1,,,,N/A,11/18/1950,,0,0,0,
B26,16,15,,5,N/A,11/19/1950,60000,0,0,0,
B26,16,15,1,44,N/A,11/19/1950,44000,0,0,0,
B26,10,10,,180,N/A,11/19/1950,22000,0,0,0,
B26,7,6,,36,N/A,11/19/1950,12000,0,0,0,
B26,8,7,,5,N/A,11/19/1950,8000,0,0,0,
B26,14,13,,32,N/A,11/20/1950,30000,0,0,0,
B26,9,8,,49,N/A,11/20/1950,6000,0,0,0,
B26,1,1,,,N/A,11/20/1950,,0,0,0,
B26,7,7,,88,N/A,11/20/1950,26000,0,0,0,
B26,7,7,,112,N/A,11/20/1950,22000,0,0,0,
B26,5,5,,,N/A,11/20/1950,14000,0,0,0,
B26,9,8,,7,N/A,11/21/1950,8000,0,0,0,
B26,3,3,,15,N/A,11/21/1950,2000,0,0,0,
B26,2,2,,11,N/A,11/21/1950,4000,0,0,0,
B26,7,7,,112,N/A,11/22/1950,10000,0,0,0,
B26,18,18,,67,N/A,11/22/1950,26000,0,0,0,
B26,4,4,20,3,N/A,11/22/1950,4000,0,1,0,
B26,6,6,44,134,N/A,11/22/1950,14000,0,0,0,
B26,6,6,38,165,N/A,11/22/1950,14000,0,0,0,
B26,5,5,20,3,N/A,11/22/1950,4000,0,0,0,
B26,6,6,,145,N/A,11/23/1950,18000,0,0,0,
B26,7,7,16,156,N/A,11/23/1950,20000,1,0,0,
B26,2,1,,10,N/A,11/23/1950,2000,0,0,0,
B26,9,9,64,242,N/A,11/23/1950,28000,0,0,0,
B26,9,9,34,195,N/A,11/23/1950,22000,0,0,0,
B26,9,9,48,194,N/A,11/23/1950,18000,0,0,0,
B26,17,17,,179,N/A,11/24/1950,38000,0,0,0,1
B26,12,12,28,122,N/A,11/24/1950,30000,0,0,0,
B26,3,3,,20,N/A,11/24/1950,4000,0,0,0,
B26,8,8,49,273,N/A,11/24/1950,26000,0,0,0,
B26,12,12,70,360,N/A,11/24/1950,18000,0,0,0,
B26,12,11,74,146,N/A,11/24/1950,34000,0,0,0,
B26,11,11,,118,N/A,11/25/1950,20000,0,0,0,
B26,12,12,8,135,N/A,11/25/1950,26000,0,0,0,
B26,9,9,,6,N/A,11/25/1950,12000,0,0,0,
B26,12,12,83,220,N/A,11/25/1950,24000,0,0,0,
B26,12,12,68,264,N/A,11/25/1950,14000,0,0,0,1
B26,8,8,50,85,N/A,11/25/1950,20000,0,0,0,
B26,20,19,,399,N/A,11/26/1950,36000,0,0,0,
B26,24,21,,337,N/A,11/26/1950,38000,0,0,0,
B26,15,15,,156,N/A,11/26/1950,20000,0,0,0,
B26,11,9,73,142,N/A,11/26/1950,36000,0,0,0,
B26,12,12,70,353,N/A,11/26/1950,36000,0,0,0,
B26,12,12,77,464,N/A,11/26/1950,28000,0,0,0,
B26,13,13,,203,N/A,11/27/1950,20000,0,0,0,
B26,12,12,,94,N/A,11/27/1950,12000,0,0,0,
B26,7,7,,49,N/A,11/28/1950,14000,0,0,0,2
B26,3,3,,50,N/A,11/28/1950,6000,0,0,0,
B26,8,8,,69,N/A,11/28/1950,12000,0,0,0,
B26,12,12,66,166,N/A,11/28/1950,32000,0,0,0,
B26,11,11,76,293,N/A,11/28/1950,18000,0,0,0,
B26,12,11,47,288,N/A,11/28/1950,28000,0,0,0,
B26,1,1,,,N/A,11/29/1950,2000,0,0,0,
B26,4,3,,21,N/A,11/29/1950,6000,0,0,0,
B26,11,10,,86,N/A,11/29/1950,12000,0,0,0,
B26,4,4,,25,N/A,11/30/1950,6000,0,0,0,
B26,7,7,,22,N/A,11/30/1950,14000,0,0,0,
B26,14,12,98,470,N/A,11/30/1950,42000,0,0,0,
B26,16,15,95,311,N/A,11/30/1950,46000,0,0,0,
B26,13,13,81,276,N/A,11/30/1950,22000,0,0,0,
B26,15,15,9,198,N/A,12/1/1950,42000,0,0,0,
B26,18,18,11,208,N/A,12/1/1950,34000,0,0,0,
B26,8,8,,61,N/A,12/1/1950,18000,1,3,0,
B26,12,12,85,460,N/A,12/1/1950,30000,0,0,0,
B26,15,15,90,255,N/A,12/1/1950,36000,0,0,0,
B26,12,12,81,155,N/A,12/1/1950,20000,0,0,0,
B26,15,12,16,208,N/A,12/2/1950,34000,0,0,0,
B26,19,12,30,185,N/A,12/2/1950,26000,0,0,0,
B26,6,6,21,48,N/A,12/2/1950,8000,0,0,0,
B26,15,15,105,455,N/A,12/2/1950,40000,0,0,0,
B26,11,11,54,239,N/A,12/2/1950,30000,0,0,0,
B26,12,12,72,249,N/A,12/2/1950,38000,1,3,0,
B26,6,5,7,7,N/A,12/3/1950,22000,0,0,0,
B26,4,4,6,74,N/A,12/3/1950,10000,0,0,0,
B26,11,11,73,373,N/A,12/3/1950,36000,0,0,0,1
B26,13,13,72,166,N/A,12/3/1950,44000,0,0,0,
B26,10,10,25,53,N/A,12/3/1950,12000,0,0,0,
B26,12,11,4,147,N/A,12/4/1950,32000,0,0,0,
B26,15,14,38,210,N/A,12/4/1950,34000,0,0,0,
B26,4,3,8,26,N/A,12/4/1950,4000,0,0,0,
B26,14,14,82,442,N/A,12/4/1950,38000,0,0,0,
B26,16,13,98,420,N/A,12/4/1950,32000,0,0,0,
B26,11,10,72,302,N/A,12/4/1950,22000,0,0,0,
B26,15,14,,98,N/A,12/6/1950,28000,1,3,0,
B26,14,14,17,125,N/A,12/6/1950,28000,0,0,0,
B26,6,6,36,62,N/A,12/6/1950,8000,0,0,0,
B26,11,11,78,403,N/A,12/6/1950,28000,0,0,0,
B26,12,12,76,180,N/A,12/6/1950,26000,0,0,0,
B26,11,11,65,386,N/A,12/6/1950,26000,0,0,0,
B26,11,8,,55,N/A,12/7/1950,12000,0,0,0,
B26,9,8,17,64,N/A,12/7/1950,14000,0,0,0,
B26,7,7,7,23,N/A,12/7/1950,14000,0,0,0,
B26,11,10,5,441,N/A,12/7/1950,32000,0,0,0,
B26,16,15,92,495,N/A,12/7/1950,42000,0,0,0,
B26,8,8,49,351,N/A,12/7/1950,28000,0,0,0,
B26,5,5,10,91,N/A,12/8/1950,12000,0,0,0,
B26,10,10,11,159,N/A,12/8/1950,10000,0,0,0,
B26,11,11,,10,N/A,12/8/1950,18000,0,0,0,
B26,11,10,41,282,N/A,12/8/1950,14000,0,0,0,
B26,7,4,24,143,N/A,12/8/1950,14000,0,0,0,
B26,10,9,14,90,N/A,12/9/1950,34000,0,0,0,
B26,9,8,66,89,N/A,12/9/1950,20000,0,0,0,
B26,6,6,33,101,N/A,12/9/1950,8000,0,0,0,
B26,11,11,77,315,N/A,12/9/1950,20000,0,0,0,
B26,9,9,62,314,N/A,12/9/1950,32000,0,0,0,
B26,12,12,73,346,N/A,12/9/1950,40000,0,0,0,
B26,10,10,7,75,N/A,12/10/1950,22000,0,0,0,
B26,12,11,36,172,N/A,12/10/1950,18000,0,0,0,
B26,7,7,43,70,N/A,12/10/1950,18000,0,0,0,1
B26,4,4,32,130,N/A,12/10/1950,10000,0,1,0,
B26,9,7,56,220,N/A,12/10/1950,18000,0,0,0,
B26,3,3,22,120,N/A,12/10/1950,8000,0,0,0,
B26,12,12,18,192,N/A,12/11/1950,34000,0,0,0,
B26,14,14,44,160,N/A,12/11/1950,26000,0,0,0,
B26,10,9,51,100,N/A,12/11/1950,12000,0,0,0,
B26,10,10,2,276,N/A,12/11/1950,26000,0,1,0,2
B26,14,14,61,124,N/A,12/11/1950,30000,0,0,0,2
B26,5,5,,102,N/A,12/11/1950,10000,0,0,0,
B26,14,13,17,43,N/A,12/12/1950,34000,0,0,0,
B26,14,14,45,211,N/A,12/12/1950,26000,0,0,0,
B26,8,8,44,81,N/A,12/12/1950,8000,0,0,0,
B26,9,9,66,450,N/A,12/12/1950,8000,0,0,0,
B26,8,7,45,136,N/A,12/12/1950,14000,0,0,0,
B26,8,8,19,211,N/A,12/12/1950,16000,0,0,0,
B26,9,8,7,62,N/A,12/13/1950,24000,0,0,0,
B26,10,10,30,71,N/A,12/13/1950,22000,0,0,0,
